72	Unavailable 
64	You know that was my sister was my mom's first child, so she didn't really know why my sister was acting like this. She kind of just thought it was her acting out and just being a rebellious kid you know, but my sister would take things a little far, for example, running away or just doing pretty much, every bad thing that a parent is caution towards their child or, like Tries to prevent their child to do my sister did so pretty much. She would go out with friends and lie about where she was going or she would have the friends pretend to be say, their parents or something and lie about it. Something like that. Just pretty much all those horrible things there's no way many times and basically like I just needed to give y'all a little backstory of like my childhood and then growing up. Also, we didn't live in like a big fancy house or anything. We lived in like a two-bedroom apartment that was a very small apartment in New York. My sister, I don't think I don't think, did much when I was a kid in New York, but when we moved to where we live now, which is Georgia, my sister had been older and she started exhibiting signs, and you know there was just basically a lot Of fights that I experienced and they were pretty bad fights, that was just what I grew up with. I cried a lot growing up. I was very scared, a lot I'm trying to not cry either because I don't think it's really gon na do anything. If I cry, but I'm sorry, I cry moving on from that all my life. I I've also been very, very very protected and I don't believe I've been protected and the most healthiest ways. I think I've honestly been protected in the most worst ways possible. Like I said, my sister used the light of my mom a lot and pretty much not be a good child at all, and my mom took that out on me. She tried to prevent me from doing everything my sister did like she basically took everything that my sister did and then all the consequences that she might have given my sister or try to maybe give my sister she threw it on me also, and basically I was On to go out kind of mentioned this in some videos in a video before, I think it was my mom, but I didn't really go into as serious. It actually affected me because this is something that actually does affect me daily even now, and I'm 20 years old, I'm 22. I can't do anything, nothing on mom. Basically, never let me go out. I couldn't go to the movies. I couldn't go to the mall. I couldn't hang out with friends, I couldn't go to anybody's house, nobody would could come to ours and my mom never wanted to drive me anywhere. She would always say she was too tired after work um, which is understandable, yeah she was a single parent. She just had to take care of me and my sister, so she was tired and you know my mom does have her reasons for things I believe. Ultimately she does. My mom doesn't mean any harm, but I don't think she realizes a No most parents realize when they're doing wrong for by their kids, and I don't think my mom realized that for me, because she treated me as if I was a second version of my sister And I'm nothing like my sister. I don't think that's how you should treat kids. I don't think that's how someone should treat their kid and trust me. I mean I've gone I've spoken to the few friends I've had about this. I'Ve spoken to a therapist about this therapist wasn't even really an actual therapist. I mean I guess he was, but it was a counselor that they gave us through the school. That'S a whole other story, but I've tried talking to other people about this. They'Ve even tried talking to my own mother and I'm saying all of this before anybody tries to come at me and say: oh well, maybe you shouldn't post this. Maybe you should talk to somebody like I've tried and I feel like honestly, I'm at a point where I don't know who else to talk to, and so I was never really allowed to socialize. I wasn't allowed to pretty much do a lot of teenagers did growing up and, of course, I couldn't have a boyfriend either so on lately with learning things about people and experiencing like fake friends and experiencing how guys treat women and I'm I'm just late with all Of that and it sucks, because I'm not a point where mentally, I feel like I'm mature and should be in a relationship with a man that actually treats me right, but I've just been dealing with so many boys.
19	Hey guys, I'm just nice a bit last few weeks, everything's just going down down like in my favor. I just can't anymore, I was holding on to my man. I called my Dublin. I have my own Friday, sorry, I know people say I mean what to them, but I don't and I think I couldn't believe that if I'd a manatee I'm sorry, I know that a lot of you may know what tonight 
53	You know this would mean the my brother Cody would just like you know he was in love with Queen and I guess is the same situation with me. I love Thailand, you know I'm not gon na, say any names of who did it, but you know you are, and you know what you did to Cody while you was in the hospital was wrong, but I'm tired of the way society is today with no. No, nobody wants to be loyal to their partner this ridiculous and he kills me, you know how can you be in a relationship with someone and then go and cheat on them and do all this? You know and say you love that person's bunch of bullshit. Now, when I won my buddy Cody first lady, don't before he passed away, he told me that all he wanted to go fishing with me. You didn't. Let me, with my have a vision for this is what you just think it's time for me to come home workers, I'm not doing anything with my life. You don't want to it's like a big ol, dallart monster people love with on the board, mom help until you love you next boys, beautiful best friend, thanks for always being there for me, the thing is, I got a little more of me and nice that one From you, you know some people just take it for granted, especially meeting you and I hate it is not right. You know I wish I would look see anymore and you want me to go to the beach and go fishing with you when I was younger, but I wanted to say, is I'd? Buy the games? I'M sorry! I don't wish to spend more time with you good. Oh, no, you gloving care about me, that's better! Nothing! It you just like me! It won't do you know we get attached too easy, and I love you. Oh hope you have a brat Pichet who broke break you're, beautiful and all of you. No, no. We must know, eat all the time, but can I told you I hated you a lot. I love you broken. You know just because I said those words. I mean them in true love. You yeah, you're, gon na be an athlete like no reset. I love you and let those friends who always tell it to me about everything niggling would be Jake Alec. That would encourage you guys we're always there [ Music ] ladies get little bored, mister, so much and I'm mr. Cody them so much. You know I gave this to Tyler, but on your anniversary this is forever and always I really thought we were gon na make it, but I just felt lonely, let alone you know.
82	Everybody, that's all. I can really say. I'Ve said 30 this morning, I'm laying here ever since about 50 feet down at the ravit just want to say I love you guys saris being stupid, but you know that's what I do. I'M dad love you. Nor do you love you Burke and Marni caring that I love you guys take care, you got a broke during them, ribs, maybe back! I love. You guys take care of the puppies for me to give Jimmer and Ruger lots of love for me and Rocco dodge and Kimber Rocco, Rocco, dodge and tango. I miss you guys, see you soon. Hae-Sun clock got ta use my flashlight to wave somebody down. I think I've moved, I got ta try to get it up. I think it passed out, definitely conquered some lungs. Oh love, you guys, ah yeah. I can use a drink of water they're. Just like 50 feet away. All right love! You love! You! Corny love! You mom dad hey yeah, take care, [, Music, ], Hey, Oh where's, that body 10 % battery. That'S 11 o'clock man. I wish you would tell call Timothy and tell him you got a husband out there that has injected into the 10:30 in the morning. I love you, I don't know what to say, hopefully, hopefully be able to sleep and get to state trooper in the morning. I love you good night love. You sweet dreams, 
66	Hi guys um it's Lita and I don't even really care how broad this video is or how real it is, or anything um. But I'm gon na be deleting everything tonight and it's really hard because it's such a huge part of my life and it's been such a huge part of my life for such a long time. I just can't handle this much pressure, there's so much pressure on and I can only handle so much of it and I've. I would have stopped this long time ago. I would have stopped YouTube very long time ago, but I just wanted to make you guys happy seeing that I was able to make you guys happy. This is the most important thing in my entire life. I can't be happy anymore. I just I need to focus on making myself happy and to do that, I need to restart everything and I need to get off the internet. It'S just very toxic to me, and this is not a life choice that makes me happy anymore and the only thing that comes out of it, that's good is knowing that I make you guys happy and I won't be. I won't be. I don't want you guys to think that I'm leaving, because I'm betraying you or that I don't care it's just that I really needed to focus on my life. This is where it begins. I need to start over and I'm so sorry that this is the way I have to do it, but I've tried everything else and I can't I can't just continue like this. I can't I love sharing my life with you. You guys mean so much to me. I can't even begin to explain how much you really mean to me, and I wish I could show you guys how much I mean this is the most I can do, and I know this video won't be up for long, but I just needed to tell you Guys without just deleting my channel, I wanted at least while you guys quickly and that this is this - is it I can't take this much pressure. I can't I know that, there's a lot of people who can and that they they're great people, but I can't I'm not one of those people who can take this much. Oh, so I decided to make my very last video in the placement I make it. So many videos before what does my um my favorite place, but I'm sure you guys have a lot of videos um, it's kind of really gross sweet home, but that would be a good place slide out. Um, you guys very much, and I really never want you to forget that, because every time I said that I really meant it and I will never not love you guys, there's not a day when I don't think about all of you, and I know that there Will never be a day when I don't really hope you know wanted was happy, genuinely happy lives. You could possibly live and just know that I'll miss you guys so so much and I just have to open a new chapter in my life. I guess, and I need to put the old one never ever ever ever forget to keep smiling because it's so important. I want you guys all to remember that you are all important. I really didn't mean that, because you are, I love you guys pretty much. I don't really, I know about very good with words. I do love you and all my fats will be when my mom loves you guys. Thank you so much you're just up and down crazy where, in my life, thank you and I love you. Okay, right! 
45	Basically, my life is a mess and I don't think there's any way it will ever change. I don't think I'll ever get any better than wait and then the way it is right now all I do is feel pain and suffering every single day. It'S when, if we're sentient, that's all I feel is pain and that's why I just want to be happy. You know I just want to be happy. I don't think there is any way that ever be able to be happy again. I have the best family in the world. You know my mother, my brothers directly to me, and I want to miss them so much, and I just I just feel that about me and their lives right now, anymore, he'll be at peace. I brought them so much stress over the years. That'S my situation, and I just want my film be at peace. My best friend ugalla best friend my whole entire life. You'Ve been such a great mother to be my brothers and, and I love you more than anything just wrong this moment, I've ever known in my hero, you're my hero, my cloud shoe when I was dealing my situation for seven years. I could have done that without you. You were there for my side, the whole entire time never gave up on me. You always believed in me with other people. Most of the world was against me. You were you step on my side and for me I love you for that, and I thank you for that. I don't want you to be sad. I don't get sad because what I'm doing I'm about to do - but I just want you to know that I'm doing this so I can be at peace. I shall hurt my brothers because the last thing when it was her your brothers mom, I just want you to get healthy, it's stronger. Yet you know I wish to live a long life one was to die old woman, no CC of all long life. I don't like that: you're sick, I hate it so much. I saw much the gal for you again. Do it please please help please. I beg you, how much the help and it's not. I love you so much. I think you're everything I'm gon na miss you. I don't know where I'm going, but wherever I will be going. I just I know something better than want to deal with right now on this earth. So please don't be sad. Please, like I said, please take care Kai garnish. I lived a long life. I'M 30 years old, I'm 30 years old right now I just I'm 30 and I lived a long life even though my life was messed up these last seven eight years I belong life.
78	Hi my name is Stephanie. I don't really know how to start this, so I'm just gon na say. What'S on my mind, I'm sorry, I'm not perfect. Sorry, I'm not good enough! I'M sorry that I fucked everything up. I never wanted my life to end up like this. For God's sake, today was suicide awareness day and I just wan na fucking die. I used to think there was some purpose in their life. I can't find any anymore. I don't know why I'm still alive and hope to be alive, I'm not a good person, I'm so sorry for not being good enough mom. I'M sorry that I didn't treat right. I love you. I love you mom. They do. I'M sorry, for all the mean things. I'Ve ever said to you Todd, thank you being here for me: you're my hero, you're, my hero. I love you. Please don't be sad about this. I wan na make things okay again, but I can't Kayla Kayla you're my best friend and I love you and I'm sorry for giving up. I know you believe in me. I just can't do it anymore and I'm sorry. I wish it was stronger than this. So this is it this. Is it I'm sorry's in the world? I just I can't handle it anymore. I'M sorry! 
35	Hey how you doing, but I'm on much lately just been so weak. Sorry about that. Oh you guys who thought keep it up on post never did. I will have to turn my this I coming out and talking to you all anyways, I'm here to talk to you about suicide. One number one leading deaths in the u.s., probably even around the world, us we have main problem bowling suicide thousand main couple episodes reasons. Breakups social abuse, regular abuse, physical emotional, it happens gives a ton of reasons but happens mainly with teenagers. I believe nothing, not good, because those teenagers haven't lived. They haven't experienced all the life they've experienced. Can you fired from the first job or going on and marrying someone falling above some teenagers do get that not many most teenagers aren't married if they did 15 or anything, I'm sure as hell, not but suicide. It takes that stuff away from that person. We all can help that person out. You know we can talk to them, say what's up man, why are you struggling to you why you? Why are you crying last hour why you kind of work today we can talk to them. There'S many different ways. We can talk to them too. Don'T go straight up them yuck, and why are you crying don't do that? It'S not good. Try me not subtle, but it's easing to it. Don'T straight, go in, say why you crying today talk to that. I mean they're, probably not gon na, want to just go straight in just let them know you're there for them go to them. Tell them! I'M here got your back. If you need anything boss laying into you I'll, try and stand up for you, don't risk job but trying the person I now can get to whatever they're having problem with. Maybe they were divorced or having problems with financial. You know that maybe they're homeless they're not be able to support themselves with job. Maybe you offer you your room up to them with them half of the couch for a little while, so I can get back on their feet and sell the debt there, but also with teenagers. If you're walking on the halls and see someone crying don't just go. Okay, they're crying swords normal. It is normal, but it's not normal. Just to let it go. Don'T do that. You can help someone out many different ways being there. It'S number one way, always let someone know you're there for them. If you care about them, let them know that don't just blow them off. Many people go through many different things. Some are raked shot at beat it up. We'Re just called me names and that takes into them. It doesn't mean that you can just let it be. If you see you know someone, don't do something like that. Don'T let go you can't let that go. It'S not good. There'S all different types of suicides. We all know that some hang themselves. Some take pills, there's all different kinds. Tell it a friend of yours or someone, you know be one of those people on the list of suicide. Don'T let them be that number on the end of the year, nah suicides 2015. Don'T do that, try and help them out. Don'T let them be bullied, fired. They'Re fired, they may have been fired for a really good reason. So, just let him go home and just be homeless, maybe help them out. So many different things you can do. I want you all to drive for just one minute every day. Think of what you go to done, I love someone. You'Ve all upset. You can do that you'll be a better person every day. Thank you. You have a good day. You have anything got my email mean comment, section I'll put out my facebook and all that junk. You all ever need it down here. Just comment subscribe like be here every day. Thank you. Have a good 
40	Hi, my name is Elena by one and twenty I'm tired of trying anymore. I get teased all my life and I can't take it anymore. The pain it's too hard, I'm saying goodbyes, all my friends, family and loved one. I will miss you a lot. I just can't that take the pain, I've cut myself like toiletries and I will do whatever I can to just die tonight. I don't know what to do like. I even found myself, but when you see this is going to be fun, that's one thing I do to myself. I can't take it anymore, that's not one. I can't take it. 
