Distress (0) vs Suicide (1),Video id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,22.039332457364896,17.37139327332691,34.2865570351375,0.13416158128158498,1.036559205058052,22.922778163095558,1.0202196640457368,2.540374524936912,0.06805361114889275,0.06931912959436555,0.0,0.00312482269944567,0.07800821728669155,0.0,0.04160657408012852,23.481714967076485,19.592941570337672,30.578818687112392,16.98256172571097,5.791538990040968,1.1322385560533166,13.224069143376681,10.45094132092626,0.22776783688939403,10.046293333743076
0,2,20.418369656013933,13.179499513069809,18.63459714537115,10.720053253631885,38.84281975730168,15.470232212462287,16.160920561238864,38.55369005924625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.015691122665245,17.255978404014247,10.852368468335166,10.432575894701712,5.171127659242947,1.6849948258611962,0.1498500896024645,1.628008751986415,1.5028907837698198,8.708623149721857
0,3,116.67400284969133,112.90492667420544,74.88241176922723,15.072403017176935,17.62972413390871,123.88037434140502,19.920016139027368,17.455068441481625,9.768144575801912,10.204200711206619,7.293115890119142,6.7508517169267845,9.138183758547365,7.700656555722144,4.821447446516877,86.21014796514106,81.67210304551675,73.88023737765569,42.15271132114704,55.436989140227986,31.032354648754616,44.95343163939453,11.074912203807482,4.3957388230710555,38.47540632399855
0,4,10.136296571442877,12.303811907252287,9.629290922545838,0.0,1.6705304356512505,9.855645079879173,0.0,0.6281046837460714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.751569663407105,8.873887877277776,7.785004473367054,6.2301296608746215,4.592833703466253,0.0,0.0,0.503792841692502,0.0,5.936849106600806
1,5,6.219616402688359,10.691048901547266,21.108953175071832,0.0,0.0,32.199572521559126,0.16976968755180866,0.5395289734467084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20598035949124,5.244456590174933,4.445833284420425,5.42334393371515,0.5110152711576382,0.0,0.0,0.18266870981359784,0.0,5.155994809895541
0,6,7.212871453732105,2.3746997842372286,2.8602097752509863,0.17040393108874186,1.647047307418863,4.189468709673789,2.2499096498840303,7.42944610430709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.143722675698326,5.059605696316047,2.887234373940151,1.506897443257657,2.919229418508365,0.5011067215076768,0.33387733360015265,3.4601660789009947,0.0,0.8274063661693516
1,7,17.434701058208667,19.963033286832882,12.910150065387777,0.3181185606032331,0.23085982392245444,26.138306257451298,0.6843238395706117,0.6422766882651957,0.3973871449503168,0.3906460758320532,0.38920020863326066,0.4073985352797216,0.6309477744938189,0.42136049085823574,0.0,12.043016850106078,11.55715451172084,10.615909706883224,13.956005177808546,0.4070078332976199,0.011793370019592787,0.11505282451709548,0.0,0.0,0.46794440698874806
0,8,126.85129139239422,209.83108857167093,200.30141019262766,16.300598667006582,18.08601235559884,211.1041469883251,17.444181311245387,21.703482939749644,13.653743967804278,15.359207670754502,10.888650368761068,14.003340952666209,13.92626716294769,12.515870763057531,11.82559056076265,103.19903696682283,105.628232681297,77.83931816058193,97.17522166554576,37.88676262504283,14.122275666035206,16.20778804876692,8.801294231351875,9.35566482398625,39.44126329100241
0,9,12.001021154540771,3.86042927098554,0.26604214662027137,0.0,0.0,0.12579470137383117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.350257492870382,12.462016960535996,12.41568433057793,11.062832743016537,11.45586526417071,0.623612144595064,0.6073889854019513,0.0,0.0,9.38136226528614
0,10,9.272165727008153,9.580281409574088,7.8385364244784865,0.0,0.0,6.488774302469252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.004110002044744,8.7398381553982,11.278077904392141,11.479565332884901,2.937164212947463,0.0,0.0,2.4721333172928457,0.0,3.1374816904297416
0,11,87.22867602181313,121.84633707047996,77.064417857017,2.656986208302589,8.8334605345384,162.3473824421205,0.7731128270841523,8.606577817873966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.80301298607647,42.86301235210642,70.49948719825036,12.165882411854323,6.099312472131905,0.0,0.005639594322825918,13.897194450756263,0.0,12.981045983931692
1,12,12.162569091393843,5.313680748895526,5.48247266794365,3.022573328563632,3.161505198947545,5.837524245078166,11.19355189359229,9.499188134667595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25385820471606,12.117579284947348,13.368297959382236,12.890140065040141,1.7871636738489094,0.0,0.033649159558849756,0.02184261424423757,0.0,3.413644585406728
0,13,15.156096854856015,8.228978176148914,8.709615905857625,29.251748942976434,21.049848204090363,36.530707725489314,70.04413651021397,13.18653367389263,0.0,0.0,0.0,0.0,0.0,0.0,0.1308208058221181,12.947316944235428,13.283780018619742,7.869965769595675,7.686999693932366,0.22807683839278933,0.01471691780397884,0.20213272893265852,0.07148042176600973,0.08014894960818639,9.28308091452354
0,14,9.30974724739494,84.28270395759937,116.75070535279396,137.72895505779505,59.85665082559802,59.10610042983752,96.25686371763803,61.04679219044078,97.09274954632828,76.743613142567,40.91435154154699,0.2797069789126984,99.64681615553818,8.184374620477012,0.30138431791695425,8.596869545437391,8.521158878602206,8.784772155084445,6.6004089959340275,0.5658751141621365,0.13773918399204213,0.6907308915762621,0.085144714918405,0.10832804305116384,13.091032852136093
0,15,26.85043749641503,38.00280297714335,31.974806619400848,0.0,0.06525835705346286,47.51102117721852,0.31500164943921494,1.8812193516699875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.763550068943992,20.493203681886488,14.16052719293397,16.887985021627735,8.875824765829627,0.0,0.5008939846064379,0.0,0.0,0.754224604829588
0,16,15.43983350214216,22.2224804124661,37.5584804114918,13.733080402480354,19.357153856584677,50.21262614525023,11.50039006210589,21.16858385119379,0.04700112484188305,0.06997827989974299,0.10958701153155498,0.05326137181235669,0.04833729906621382,0.1146037027459026,0.0562482355840685,13.6997482775177,14.932900962948125,13.704238636530627,11.6304613170788,3.6958008446506314,1.0190833154562315,0.07798997474912397,0.7760803687568518,0.07587823974891685,10.224501942558296
0,17,32.45584739272305,13.950339389310713,21.061229889850154,0.16561083912846108,24.48738961520879,32.481973117970746,0.8687476836789342,17.114304026402245,0.0,0.0,1.1713928070126043,0.0,0.0,1.2080789272135213,0.0,26.344183516283955,27.127119776930382,18.337508205598457,18.73725779236749,7.478285590427131,0.04549689465196136,0.5586906623140813,4.749142306942626,0.02933378128184948,21.410602862215292
