Distress (0) vs Suicide (1),Video id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,10.776363594671668,6.831037498467925,16.136995639299258,0.0,0.20361975744227107,11.976331581272925,0.7971228888301809,1.3180602826305063,0.03529057392030022,0.03900182117057112,0.0,0.0,0.03692732326628803,0.0,0.04160657408012852,12.214523583373337,10.295368486036018,15.15071951893138,9.576277601348995,4.459710870244566,1.0778592193383993,6.546429331393932,7.557515465466763,0.22776783688939403,3.201614697729715
0,2,7.792039953078727,5.024430125049138,7.6425047810833355,5.275438356281431,19.4945045599043,6.019023729881025,7.229104615596208,20.312197510521905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.678905285637266,6.654753383523354,3.9627708538659143,4.117344590022654,4.068810514114429,1.5424434721789957,0.05698530319537203,1.551888985353598,1.466291242133181,4.846359767050089
0,3,52.812823096931915,67.20148464023049,41.66779970814954,6.980938202782633,9.960644094155821,76.68886068237221,8.821469149646596,8.322357400092956,5.641299768413123,5.786915230344384,3.7693448334857487,2.9299659859660117,5.266579464965674,3.4816536051941753,2.503323722940693,39.32995510991871,36.509581058354854,38.0624876524554,20.167348444042407,28.651596228288604,16.563803448560346,22.28716194163644,7.748574619845669,2.6113549252832517,20.339591575276085
0,4,4.3953258921061265,5.3475123715610815,4.156260397729738,0.0,0.9297313546756045,4.634528898848276,0.0,0.3292085820559705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.792153334101379,3.8973315375178097,3.558700520585934,2.8630674985696793,2.460076748729242,0.0,0.0,0.503792841692502,0.0,2.758797397637726
1,5,2.9297545626475383,4.336340583425071,13.873912066226184,0.0,0.0,20.1040678269069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4608274957086467,2.337098399014586,1.9871919100691526,2.215671652964593,0.3301703536718329,0.0,0.0,0.16500107714004883,0.0,2.313506693206643
0,6,4.631239304139748,1.2136682749311634,1.313282807258672,0.0,0.15088405324635573,2.4701965654331923,0.12260965088423983,3.385786046212476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.761027432271176,2.628775215619719,1.3124639039633272,0.7836366153341211,1.584588005455995,0.32827223065244904,0.1790820289722728,2.5588217988237334,0.0,0.45054696667551797
1,7,12.204604861014314,11.632976549373696,8.834758925202927,0.2899911185352003,0.04573507767431213,14.20471493995688,0.6843238395706117,0.6367128624656249,0.3973871449503168,0.3906460758320532,0.38920020863326066,0.4073985352797216,0.6309477744938189,0.42136049085823574,0.0,9.754491995374977,9.204102715104643,7.39230461517778,8.91460915965323,0.0,0.0,0.0,0.0,0.0,0.4122692128387092
0,8,66.28494497327084,110.60909293425983,108.9302233699001,9.320869504974443,10.301884366612132,112.72176184998204,8.724140331775581,12.907079334542434,6.70344803058349,7.3613522818940105,6.174041117976407,7.2361272021530825,6.007806172066115,6.654568653981734,6.612750935576389,58.73697416936867,52.90685431772371,49.2715536372852,43.30533418393952,22.275657804785634,10.176740942446568,8.037685236055067,4.284510851132728,4.857039295295409,19.6473031850556
0,9,5.151863644353116,2.9260529067034926,0.23559330592020253,0.0,0.0,0.08266036470087484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.614558930054948,5.589286015004496,5.241882409508266,4.835911355197009,5.255802835397945,0.36811830248758237,0.3387401190877693,0.0,0.0,4.502316865784828
0,10,4.383207272812605,3.2778094808319644,3.1095374942080536,0.0,0.0,1.7042963405328861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6950057188708105,4.026773375147379,5.187386272134825,5.358599924516841,1.5175132302304994,0.0,0.0,1.659074328462979,0.0,1.4710010422626303
0,11,46.881478826660384,44.458213792506385,21.825127118153627,1.7829037513212211,1.3566937183262366,63.600608973556156,0.3227126814633261,2.345484396402687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.499797992685501,11.42818805295601,32.751130438139796,6.01486275386968,2.9364065781815265,0.0,0.0,7.038163645415642,0.0,6.175513505405417
